Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string,pays
25,"["" Tajine d'aubergines"", '']",-   aubergines -   fromage   -   chapelure  -   persil -   sauce tomate -sel -huile    ,"{'aubergines': 387, 'fromage': 62, 'chapelure': 2, 'persil': 338, 'tomate': 364, 'beurre': 60, 'sel': 778, 'poivre noir': 399, 'thym': 269, 'laurier': 305, 'ail': 259, 'sucre': 781, 'oignon': 348, 'huile': 901}","{'eggplant ': 387, 'cheese': 62, 'bread ': 2, 'parsley': 338, 'tomato': 364, 'butter': 60, 'salt': 778, 'white pepper': 399, 'thyme': 269, 'laurel ': 305, 'garlic': 259, 'sugar': 781, 'onion': 348, 'cooking oil': 901}","  'potato'   , 'onion', 'garlic' , 'cooking oil' , 'parsley'  , 'pepper'   , 'capsicum'  , 'cumin' , 'salt'",TUNISIE
26,"[' Tajine de pommes de terre', '']",-    pommes de terre -   viande   - oignon vert -   gruyère   -   persil -   beurre -  lait -   safran -   poivre noir -    sel - œufs  ,"{'pommes de terre': 373, 'viande': 276, 'oignon vert': 472, 'gruyère': 73, 'persil': 338, 'beurre': 60, 'lait': 88, 'safran': 340, 'poivre noir': 399, 'sel': 778, 'œufs': 0}","{'potato': 373, 'meat': 276, 'welsh onion ': 472, 'gruyere cheese ': 73, 'parsley': 338, 'butter': 60, 'milk: 88, 'saffron ': 340, 'white pepper': 399, 'salt': 778, 'egg': 0} ","'potato' , 'meat' ,  'welsh onion' , 'gruyere cheese',   'parsley'  , 'butter' , 'milk' ,'saffron'  , 'white pepper' , 'salt' , 'egg'",TUNISIE
29,"[' Tbikha de blettes', '']",-   blettes - carottes - navets - pomme de terre -    cardon - oignon      -  huile -   persil -     tomate -    poivre rouge -   tabel -    sel  ,"{'blettes': 382, 'carottes': 368, 'navets': 358, 'pomme de terre': 373, 'cardon': 527, 'oignon': 348, 'huile': 901, 'persil': 338, 'tomate': 364, 'poivre rouge': 339, 'tabel': 254, 'sel': 778}","{'chard': 382, 'carrot ': 368, 'turnip ': 358, 'potato': 373, 'cardoon': 527, 'onion': 348, 'cooking oil': 901, 'parsley': 338, 'tomato': 364, 'pepper': 339, 'coriander ': 254, 'salt': 778}  ","'chard' , 'carrot'  , 'turnip' , 'potato' , 'cardoon' , 'onion' ,  'cooking oil' , 'parsley', 'tomato' , 'pepper' , 'coriander' , 'salt'",TUNISIE
30,"[' Tbikha de courge rouge', '']",-   courge rouge - poivrons -   fèvettes -     tomate -   harissa - oignon     -   huile -   poivre rouge -   tabel -    sel  ,"{'courge rouge': 209, 'poivrons': 339, 'fèvettes': 284, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oignon': 348, 'huile': 901, 'poivre rouge': 339, 'tabel': 254}","{'pumpkin ': 209, 'pepper': 339, 'beans ': 284, 'tomato': 364, 'capsicum ': 362, 'garlic': 259, 'coriander ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil ': 901, 'onion': 348, 'cooking oil': 901, 'pepper': 339, 'coriander': 254}","'pumpkin','pepper','beans','tomato','capsicum','garlic','coriander','salt','caraway','cooking oil','onion','cooking oil','pepper','coriander'",TUNISIE
32,"[' Timbale de pommes de terre', '']",-   pommes de terre -   beurre -huile   -   viande   - œufs -   oignon   -     persil -sel -poivre noir  ,"{'pommes de terre': 373, 'beurre': 60, 'huile': 901, 'viande': 276, 'œufs': 0, 'oignon': 348, 'persil': 338, 'sel': 778, 'poivre noir': 399}","{'potato': 373, 'butter': 60, 'cooking oil': 901, 'meat': 276, 'egg': 0, 'onion': 348, 'parsley': 338, 'salt': 778, 'white pepper': 399}","  'potato','butter','cooking oil','meat','egg','onion','parsley','salt','white pepper'",TUNISIE
2,"[' Bnadaqs ', '']", -   viande  -   huile  -    ail -     persil  - œuf  -    tabel  -    poivre rouge  -    poivre noir  -    sel  ,"{'viande': 276, 'huile': 901, 'ail': 259, 'persil': 338, 'œuf': 0, 'tabel': 254, 'poivre rouge': 339, 'poivre noir': 399, 'sel': 778}","{'meat': 276, 'cooking oil': 901, 'garlic': 259, 'parsley': 338, 'egg': 0, 'coriander ': 254, 'pepper': 339, 'white pepper': 399, 'salt': 778}  ","'meat','cooking oil','garlic','parsley','egg','coriander','pepper','white pepper','salt'",TUNISIE
3,"[' Boulettes de kefta aux navets ', '']",-          -   persil    -    ail  - oignons   -     mie de pain  - œufs -   farine  -   navets  -   poivre rouge -    sel    -   tomates  -     tomate  -  sel  -   poivre noir  -   beurre  -    ail  -   sucre  -   laurier  -   thym  ,"{'persil': 338, 'ail': 259, 'oignons ': 348, 'mie de pain': 2, 'œufs': 0, 'farine': 920, 'navets': 358, 'poivre rouge': 339, 'sel': 778, 'tomates': 364, 'tomate': 364, 'poivre noir': 399, 'beurre': 60, 'sucre': 781, 'laurier': 305, 'thym': 269}","{'parsley': 338, 'garlic': 259, 'onion ': 348, 'bread ': 2, 'egg': 0, 'flour': 920, 'turnip ': 358, 'pepper': 339, 'salt': 778, 'tomato': 364, 'tomato': 364, 'white pepper': 399, 'butter': 60, 'sugar': 781, 'laurel ': 305, 'thyme': 269}   ","'parsley','garlic','onion','bread','egg','flour','turnip','pepper','salt','tomato','tomato','white pepper','butter','sugar','laurel','thyme'",TUNISIE
9,"[' Brochettes Tunisiennes', '']",-      -   foie    - rognons   - rognons blancs   - oignons - tomates - poivrons -   persil -poivre noir -sel -citron  ,"{'foie': 276, 'rognons': 276, 'rognons blancs': 276, 'oignons': 348, 'tomates': 364, 'poivrons': 339, 'persil': 338, 'poivre noir': 399, 'sel': 778, 'citron': 240}","{'meat': 276, 'meat': 276, 'meat': 276, 'onion': 348, 'tomato': 364, 'pepper': 339, 'parsley': 338, 'white pepper': 399, 'salt': 778, 'lemon': 240} "," 'meat','meat','meat','onion','tomato','pepper','parsley','white pepper','salt','lemon'",TUNISIE
17,"[' Merguez', '']",-    boyaux   -   viande -    ail -   poivre rouge -   harissa -   ras lhanout -   tabel -   menthe     -   graines de fenouil  -    poivre noir -    sel -   huile  ,"{'boyaux': 276, 'viande': 276, 'ail': 259, 'poivre rouge': 339, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'cumin': 332, 'gingembre': 333, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'tabel': 254, 'menthe': 262, 'graines de fenouil': 257, 'poivre noir': 399, 'huile': 901}","{'meat': 276, 'meat': 276, 'garlic': 259, 'pepper': 339, 'capsicum': 362, 'coriander ': 254, 'salt': 778, 'caraway': 326, 'cooking oil ': 901, 'cumin': 332, 'ginger': 333, 'pepper': 339, 'cinnamon': 330, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'coriander': 254, 'mint': 262, 'fennel ': 257, 'white pepper': 399, 'cooking oil': 901}  ","'meat','meat','garlic','pepper','capsicum','coriander','salt','caraway','caraway','cumin','ginger','pepper','cinnamon','coriander','allspice','clove','capsicum','coriander','mint','fennel','white pepper','cooking oil'",TUNISIE
2,"[' Calmars aux navets ', '']",-   calmars  -   navets -   épinards -   pois chiches    -   persil  -     tomate  -   oignons    -  huile  -   tabel  -    poivre rouge  -   poivre noir  -    sel  ,"{'épinards': 396, 'huile': 901, 'tomate': 364, 'tabel': 254, 'calmars': 147, 'pois chiches': 417, 'oignons': 348, 'sel': 778, 'poivre noir': 399, 'navets': 358, 'poivre rouge': 339, 'persil': 338}","{'spinach': 396, 'cooking oil': 901, 'tomato': 364, 'coriander': 254, 'squid': 147, 'chickpea': 417, 'onion': 348, 'salt': 778, 'white pepper': 399, 'turnip ': 358, 'pepper': 339, 'parsley': 338} ","'spinach','cooking oil','tomato','coriander','squid','chickpea','onion','salt','white pepper','turnip','pepper','parsley'",TUNISIE
3,"[' Calmars à la tunisienne ', '']",-   calmars  - tomates    - poivrons    - piment fort  -     tomate  - oignon      -   oignons  -    sel  -    poivre rouge -   tabel  -    huile  ,"{'poivrons': 339, 'huile': 901, 'tomate': 364, 'tabel': 254, 'calmars': 147, 'sel': 778, 'oignon': 348, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362, 'oignons': 348}","{'pepper': 339, 'cooking oil': 901, 'tomato': 364, 'coriander': 254, 'squid': 147, 'salt': 778, 'onion': 348, 'tomato': 364, 'pepper': 339, 'capsicum': 362, 'onion': 348}"," 'pepper','cooking oil','tomato','coriander','squid','salt','onion','tomato','pepper','capsicum','onion'",TUNISIE
7,"[' Daurade farcie ', '']",- daurade       -   persil  -   câpres  -   olives    - œuf    - œuf    -   beurre  -   gruyère  -  safran  -    poivre noir  -    sel  - citron   ,"{'olives': 307, 'œuf': 0, 'beurre': 60, 'daurade': 722, 'gruyère': 73, 'safran': 340, 'sel': 778, 'poivre noir': 399, 'câpres': 414, 'citron': 240, 'persil': 338}","{'olive': 307, 'egg': 0, 'butter': 60, 'carp bream': 722, 'gruyere cheese ': 73, 'saffron ': 340, 'salt': 778, 'white pepper': 399, 'capers': 414, 'lemon': 240, 'parsley': 338}"," 'olive','egg','butter','carp bream','gruyere cheese','saffron','salt','white pepper','capers','lemon','parsley'",TUNISIE
9,"[' Kabkabou ', '']",-   mérou -   huile -   oignons    -     tomate  -   câpres  -   gruyère  - œufs  -   poivre noir  -    sel  ,"{'œufs': 0, 'huile': 901, 'mérou': 565, 'tomate': 364, 'gruyère': 73, 'sel': 778, 'poivre noir': 399, 'câpres': 414, 'oignons': 348}","{'egg': 0, 'cooking oil': 901, 'grouper': 565, 'tomato': 364, 'gruyere cheese ': 73, 'salt': 778, 'white pepper': 399, 'red raspberry': 414, 'onion': 348} ","'egg','cooking oil','grouper','tomato','gruyere cheese','salt','white pepper','red raspberry','onion'",TUNISIE
10,"[' Mérou en complet ', '']",-   mérou     -   pommes de terre  -   tomates -   poivrons  -   piment - œufs  -   cumin  -   poivre rouge -sel -huile     ,"{'cumin': 332, 'poivrons': 339, 'pommes de terre': 373, 'mérou': 565, 'œufs': 0, 'huile': 901, 'sel': 778, 'tomates': 364, 'poivre rouge': 339, 'piment': 362}","{'cumin': 332, 'pepper': 339, 'potato': 373, 'grouper ': 565, 'egg': 0, 'cooking oil': 901, 'salt': 778, 'tomato': 364, 'pepper': 339, 'capsicum': 362} ","'cumin','pepper','potato','grouper','egg','cooking oil','salt','tomato','pepper','capsicum'  ",TUNISIE
11,"[' Mérou en ragout ', '']",-   mérou      - tomates  -  huile - oignon      -    ail  -   menthe     -   persil      -   poivre rouge  -   cumin  -    poivre noir  -    sel - citron   ,"{'cumin': 332, 'huile': 901, 'mérou': 565, 'menthe': 262, 'ail': 259, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'citron': 240, 'persil': 338}","{'cumin': 332, 'cooking oil': 901, 'grouper ': 565, 'mint': 262, 'garlic': 259, 'salt': 778, 'onion': 348, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'lemon': 240, 'parsley': 338} ","'cumin','cooking oil','grouper','mint','garlic','salt','onion','white pepper','tomato','pepper','lemon','parsley'",TUNISIE
13,"[' Mulet en sauce ', '']",-   mulet  - oignon      -   persil  -    ail  -   menthe  -   tabel  -   poivre rouge  -    poivre noir  -    carvi  -   tomates  -   huile  olive  -    ail  -    laurier  -   harissa  -    poivre noir  -   sel  ,"{'tomates': 364, 'ail': 259, 'tabel': 254, 'huile  olive': 979, 'mulet': 592, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oignon': 348, 'poivre noir': 399, 'menthe': 262, 'poivre rouge': 339, 'persil': 338, 'carvi': 326, 'laurier': 305}","{'tomato': 364, 'garlic': 259, 'coriander': 254, 'olive oil': 979, 'striped mullet': 592, 'capsicum ': 362, 'coriander ': 254, 'salt': 778, 'caraway': 326, ' cooking oil ': 901, 'onion': 348, 'pepper': 399, 'mint': 262, 'pepper': 339, 'parsley': 338, 'caraway': 326, 'laurel ': 305}"," 'tomato','garlic','coriander','olive oil','striped mullet','capsicum','coriander','salt','caraway','cooking oil','onion','pepper','mint','pepper','parsley','caraway','laurel'",TUNISIE
20,"[' Sardines farcies ', '']",-   sardines  -   chapelure  - œufs  -   gruyère   -   persil  -     ail  -   huile  olive -   cumin  -   poivre noir  -    sel - citron   ,"{'cumin': 332, 'œufs': 0, 'gruyère': 73, 'ail': 259, 'chapelure': 2, 'huile  olive': 979, 'sel': 778, 'poivre noir': 399, 'sardines': 683, 'citron': 240, 'persil': 338}","{'cumin': 332, 'egg': 0, 'gruyere cheese ': 73, 'garlic': 259, 'bread': 2, 'olive oil': 979, 'salt': 778, 'white pepper': 399, 'clupeinae ': 683, 'lemon': 240, 'parsley': 338} ","'cumin','egg','gruyere cheese','garlic','bread','olive oil','salt','cumin','white pepper','clupeinae','lemon','parsley'",TUNISIE
21,"[' Boulettes de sardines frites ', '']",-   sardines  - oignon      -   persil  -    ail  - œufs  -   farine  -   huile  -   harissa  -   tabel  -    carvi  -    sel -huile     ,"{'farine': 920, 'œufs': 0, 'huile': 901, 'ail': 259, 'tabel': 254, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oignon': 348, 'sardines': 683, 'persil': 338, 'carvi': 326}","{'flour': 920, 'egg': 0, 'cooking oil': 901, 'garlic': 259, 'coriander': 254, 'capsicum ': 362, 'coriander ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil ': 901, 'onion': 348, 'clupeinae ': 683, 'parsley': 338, 'caraway ': 326}  ","'flour','onion','egg','cooking oil','garlic','coriander','coriander','capsicum','salt','caraway','cooking oil','onion','clupeinae','parsley','caraway'",TUNISIE
0,"[' Mèchouiya', '']",-   tomates -   poivrons -    ail -   huile  olives -   persile  - cèleri - œuf   -   thon blanc     -   câpres -   citron   -  olives   -   tabel -sel  ,"{'poivrons': 339, 'cèleri': 329, 'olives': 307, 'thon blanc': 679, 'œuf': 0, 'ail': 259, 'tabel': 254, 'huile  olives': 979, 'persile': 338, 'sel': 778, 'tomates': 364, 'câpres': 414, 'citron': 240}","{'pepper': 339, 'celery ': 329, 'olive': 307, 'albacore tuna': 679, 'egg': 0, 'garlic': 259, 'coriander': 254, 'olive oil': 979, 'parsley': 338, 'salt': 778, 'tomato': 364, 'capers': 414, 'lemon': 240}  ","'celery','pepper','olive','albacore tuna','egg','garlic','coriander','olive oil','parsley','salt','tomato','capers','lemon'",TUNISIE
1,"[' Mekbouba', '']",-   tomates - poivrons verts -  piments verts -    ail -   huile -   sel -     carvi  ,"{'huile': 901, 'carvi': 326, 'ail': 259, 'piments verts': 362, 'sel': 778, 'tomates': 364, 'poivrons verts': 339}","{'cooking oil': 901, 'caraway ': 326, 'garlic': 259, 'capsicum': 362, 'salt': 778, 'tomato': 364, 'pepper': 339}  ","'cooking oil','caraway','garlic','capsicum','salt','tomato','pepper'",TUNISIE
2,"[' Poivrons grillès à la mode de nabeul', '']",-   poivrons   -  piment fort -   tomates -    ail -   huile - œuf   -   olives   -    carvi -   sel  ,"{'poivrons': 339, 'olives': 307, 'huile': 901, 'œuf': 0, 'ail': 259, 'sel': 778, 'tomates': 364, 'piment fort': 362, 'carvi': 326}","{'pepper': 339, 'olive': 307, 'cooking oil': 901, 'egg': 0, 'garlic': 259, 'salt': 778, 'tomato': 364, 'capsicum': 362, 'caraway ': 326} ","'pepper','olive','cooking oil','egg','garlic','salt','tomato','capsicum','caraway' ",TUNISIE
11,"[' Tastira aux aubergines', '']",-   aubergines -   pommes de terre -    tomates -  poivrons verts - piment vert -    ail -   huile  olives -   tabel -    poivre noir -sel -huile    ,"{'piment vert': 362, 'pommes de terre': 373, 'huile': 901, 'aubergines': 387, 'ail': 259, 'tabel': 254, 'huile  olives': 979, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'poivrons verts': 339}","{'capsicum': 362, 'potato': 373, 'cooking oil': 901, 'eggplant ': 387, 'garlic': 259, 'coriander': 254, 'olive oil': 979, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'pepper': 339}"," 'capsicum','potato','cooking oil','eggplant','garlic','olive oil','coriander','salt','white pepper','tomato','pepper'",TUNISIE
14,"[' Tomates farcies à la mèchouiya', '']",-   tomates   - œufs   ou    persil -sel -   poivrons -   tomates -    ail -   citron   -  olives   -   thon blanc     -   câpres - œuf   -   huile  olives -   tabel -sel  ,"{'poivrons': 339, 'olives': 307, 'œufs': 0, 'thon blanc': 679, 'œuf': 0, 'ail': 259, 'tabel': 254, 'huile  olives': 979, 'sel': 778, 'tomates': 364, 'câpres': 414, 'citron': 240}","{'pepper': 339, 'olive': 307, 'egg': 0, 'albacore tuna': 679, 'egg': 0, 'garlic': 259, 'coriander': 254, 'olive oils': 979, 'salt': 778, 'tomato': 364, 'capers': 414, 'lemon': 240}"," 'pepper','olive','egg','albacore tuna','egg','garlic','coriander','olive oil','salt','tomato','capers','lemon'",TUNISIE
15,"['Torchis-mouchi', '']",-   courgettes -    ail -   vinaigre -   huile -    harissa -   carvi -sel  ,"{'huile': 901, 'carvi': 326, 'ail': 259, 'courgettes': 968, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'vinaigre': 322}","{'cooking oil': 901, 'caraway ': 326, 'garlic': 259, 'green zucchini': 968, 'capsicum ': 362, 'coriander ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil ': 901, 'vinegar ': 322}"," 'cooking oil','caraway','garlic','green zucchini','capsicum','coriander','salt','caraway','cooking oil','vinegar'",TUNISIE
2,"[' Chorba au poulet ', '']",-  poulet -    huile  olive  -  poireaux  -    vermicelles  -      tomate -     persil  -    céleri  -     poivre noir  - sel  ,"{'poireaux': 345, 'tomate': 364, 'poulet': 272, 'huile  olive': 979, 'vermicelles': 484, 'céleri': 329, 'poivre noir': 399, 'sel': 778, 'persil': 338}","{'leek': 345, 'tomato': 364, 'chicken': 272, 'olive oil': 979, 'pasta': 484, 'celery': 329, 'white pepper': 399, 'salt': 778, 'parsley': 338} ","'chicken','olive oil','pasta','tomato','celery','white pepper','salt','parsley'  ",TUNISIE
5,"['Chorba à la rechta', '']",-   rechta -   tomates -   viande   -   pois chiches    -     persil -   céleri  -   huile -sel -   fèves   -     pois    ,"{'huile': 901, 'viande': 276, 'persil': 338, 'pois chiches': 417, 'céleri': 329, 'sel': 778, 'fèves': 284, 'tomates': 364, 'pois': 288, 'semoule': 869, 'farine': 920}","{'cooking oil': 901, 'meat': 276, 'parsley': 338, 'chickpea': 417, 'celery ': 329, 'salt': 778, 'beans': 284, 'tomato': 364, 'peas': 288, 'semolina': 869, 'flour': 920} "," 'cooking oil','meat','parsley','chickpea','celery','salt','beans','tomato','peas','semolina','flour'",TUNISIE
6,"['Chorba rouge tunisienne ', '']",-    agneau ou de veau  -   tomates -   huile  -   vermicelles  -   céleri -   persil     -   tabel -    poivre noir -    sel   ,"{'huile': 901, 'tabel': 254, 'vermicelles': 484, 'agneau': 275, 'céleri': 329, 'poivre noir': 399, 'sel': 778, 'tomates': 364, 'persil': 338}","{'cooking oil': 901, 'coriander': 254, 'pasta': 484, 'lamb': 275, 'celery': 329, 'white pepper': 399, 'salt': 778, 'tomato': 364, 'parsley': 338}"," 'cooking oil','coriander','pasta','lamb','celery','white pepper','salt','tomato','parsley'",TUNISIE
7,"[""Chorba à la tête d'agneau "", '']",-    agneau -  huile  olive  -    harissa -   poivre noir  -   vinaigre -   mermez  - œuf  -   sel -   eau   ,"{'œuf': 0, 'huile  olive': 979, 'agneau': 275, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'poivre noir': 399, 'mermez': 452, 'eau': 794, 'vinaigre': 322}","{'egg': 0, 'olive oil': 979, 'lamb': 275, 'capsicum': 362, 'garlic': 259, 'coriander': 254, 'salt': 778, 'caraway': 326, 'cooking oil': 901, 'white pepper': 399, 'wheat': 452, 'water': 794, 'vinegar ': 322}"," 'egg','olive oil','lamb','capsicum','garlic','coriander','salt','caraway','cooking oil','white pepper','wheat','water','vinegar'",TUNISIE
8,"['Dchicha tunisienne', '']",-  orge -    agneau  -     tomate  -   huile  - oignon     -    harissa -   tabel -    poivre noir  -    sel -    curcuma -  gingembre  -   eau  -jus   citron   ,"{'huile': 901, 'tomate': 364, 'tabel': 254, 'gingembre': 333, 'orge': 51, 'jus   citron': 240, 'agneau': 275, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'curcuma': 341, 'oignon': 348, 'poivre noir': 399, 'eau': 794}","{'cooking oil': 901, 'tomato': 364, 'coriander': 254, 'ginger': 333, 'barley': 51, 'lemon': 240, 'lamb': 275, 'capsicum ': 362, 'garlic': 259, 'coriander': 254, 'salt': 778, 'caraway': 326, ' cooking oil': 901, 'turmeric: 341, 'onion': 348, 'white pepper': 399, 'water': 794}","'cooking oil', 'tomato', 'coriander', 'ginger', 'barley', 'lemon', 'lamb', 'capsicum', 'garlic', 'coriander', 'salt', 'caraway', 'cooking oil', 'turmeric', 'onion', 'white pepper', 'water'",TUNISIE
17,"[' Soupe de poissons (3)', '']",-   poissons -    ail - oignon  -   laurier -   cumin    -   poivre rouge  -   huile -    poivre noir  -    sel  ,"{'cumin': 332, 'poissons': 151, 'huile': 901, 'ail': 259, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'poivre rouge': 339, 'laurier': 305}","{'cumin': 332, 'fish': 151, 'cooking oil': 901, 'garlic': 259, 'salt': 778, 'onion': 348, 'white pepper': 399, 'pepper': 339, 'laurel': 305}","'cumin', 'fish', 'cooking oil', 'garlic', 'salt', 'onion', 'white pepper', 'pepper' , 'laurel'",TUNISIE
0,"[' Braniya tunisienne au poulet ', '']",-    -   aubergines  -    ail  -   huile  olive  -  safran  -    poivre noir  -    sel  ,"{'aubergines': 387, 'ail': 259, 'huile  olive': 979, 'safran': 340, 'poivre noir': 399, 'sel': 778}","{'eggplant': 387, 'garlic': 259, 'olive oil': 979, 'saffron': 340, 'white pepper': 399, 'salt': 778}","'eggplant', 'garlic', 'olive oil', 'saffron', 'white pepper', 'salt'",TUNISIE
3,"[' Kabama au poulet ', '']",-  -   pommes de terre -      tomate  - oignon  -   huile  -   beurre  -   safran  -    poivre noir  -sel  -huile     ,"{'pommes de terre': 373, 'tomate': 364, 'oignon': 348, 'huile': 901, 'beurre': 60, 'safran': 340, 'poivre noir': 399, 'sel': 778}","{'potato': 373, 'tomato': 364, 'onion': 348, 'cooking oil': 901, 'butter': 60, 'saffron': 340, 'white pepper': 399, 'salt': 778}","'potato', 'tomato', 'onion', 'cooking oil', 'butter', 'saffron', 'white pepper', 'salt'",TUNISIE
6,"[' Minina ', '']",-  - cervelle   ou  cervelles    - œufs    - œufs    -   huile  -    poivre noir  -   sel    -safran   ,"{'cervelle': 276, 'œufs': 0, 'huile': 901, 'poivre noir': 399, 'sel': 778, 'safran': 340}","{'meat': 276, 'egg': 0, 'cooking oil': 901, 'white pepper': 399, 'salt': 778, 'saffron': 340}","'meat', 'egg', 'cooking oil', 'white pepper', 'salt', 'saffron'",TUNISIE
8,"[' Perdreaux au riz ', '']",- perdreaux  -   riz  -   huile  -   beurre  -     tomate -    muscade  -    poivre noir  -    sel   ,"{'perdreaux': 276, 'riz': 55, 'huile': 901, 'beurre': 60, 'tomate': 364, 'muscade': 336, 'poivre noir': 399, 'sel': 778}","{'meat': 276, 'rice': 55, 'cooking oil': 901, 'butter': 60, 'tomato': 364, 'nutmeg': 336, 'white pepper': 399, 'salt': 778}","'meat', 'rice', 'cooking oil', 'butter', 'tomato', 'nutmeg', 'white pepper', 'salt'",TUNISIE
17,"[' Poulet farci aux champignons ', '']",-     -      -   champignons -   beurre  -   huile  - œufs    -   riz  -   fromage    - œuf    -    safran  -   curcuma  -   poivre noir  -    sel   ,"{'champignons': 246, 'beurre': 60, 'huile': 901, 'œufs': 0, 'riz': 55, 'fromage': 62, 'œuf': 0, 'safran': 340, 'curcuma': 341, 'poivre noir': 399, 'sel': 778}","{'mushroom': 246, 'butter': 60, 'cooking oil': 901, 'egg': 0, 'rice': 55, 'cheese': 62, 'egg': 0, 'saffron': 340, 'turmeric': 341, 'white pepper': 399, 'salt': 778}","'mushroom', 'butter', 'cooking oil', 'egg', 'rice', 'cheese', 'egg', 'saffron', 'turmeric', 'white pepper', 'salt'",TUNISIE
24,"[' Poulet aux olives farcies ', '']",-  -     olives    -   tomates  ou      tomate  -    ail  -   huile  -   laurier  -   tabel  -  poivre noir -sel  -   viande  -   oignon      -   persil      -   beurre  -  poivre noir  -  sel  - blanc  œuf     ,"{'olives': 307, 'tomates': 364, 'ail': 259, 'huile': 901, 'laurier': 305, 'tabel': 254, 'poivre noir': 399, 'sel': 778, 'viande': 276, 'oignon': 348, 'persil': 338, 'beurre': 60, 'blanc  œuf': 985}","{'olive': 307, 'tomato': 364, 'garlic': 259, 'cooking oil': 901, 'laurel': 305, 'coriander': 254, 'white pepper': 399, 'salt': 778, 'meat': 276, 'onion': 348, 'parsley': 338, 'butter': 60, 'egg white': 985}","'olive', 'tomato', 'garlic', 'cooking oil', 'laurel', 'coriander', 'white pepper', 'salt', 'meat', 'onion', 'parsley', 'butter', 'egg white'",TUNISIE
25,"[' Poulet panné ', '']",-  -   chapelure  -   gruyère    - œufs  -sel  -poivre noir  -huile     ,"{'chapelure': 2, 'gruyère': 73, 'œufs': 0, 'sel': 778, 'poivre noir': 399, 'huile': 901}","{'bread': 2, 'gruyere cheese': 73, 'egg': 0, 'salt': 778, 'white pepper': 399, 'cooking oil': 901}","'bread', 'gruyere cheese', 'egg', 'salt', 'white pepper', 'cooking oil'",TUNISIE
0,"[' Odja ', '']",-   huile -     tomate -   harissa -    ail - œufs  -   carvi    -    tabel -    poivre rouge -    sel   ,"{'huile': 901, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'œufs': 0, 'carvi': 326, 'tabel': 254, 'poivre rouge': 339}","{'cooking oil': 901, 'tomato': 364, 'capsicum ': 362, 'garlic': 259, 'coriander ': 254, 'salt': 778, 'caraway ': 326, ' cooking oil ': 901, 'egg': 0, 'caraway': 326, 'coriander': 254, 'pepper': 339}","'cooking oil', 'tomato', 'capsicum', 'garlic', 'coriander', 'salt', 'caraway', 'cooking oil', 'egg', 'caraway', 'coriander', 'pepper'",TUNISIE
1,"[' Odja aux abattis de poulet ', '']",-   foie    -   gésier   -   huile  -     tomate  -   harissa -    ail  - oeufs  -   carvi    -    sel -    poivre rouge  -    tabel  ,"{'foie': 276, 'gésier': 276, 'huile': 901, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oeufs': 0, 'carvi': 326, 'poivre rouge': 339, 'tabel': 254}","{'meat': 276, 'meat': 276, 'cooking oil': 901, 'tomato': 364, 'capsicum ': 362, 'garlic': 259, 'coriander ': 254, 'salt': 778, 'caraway ': 326, ' cooking oil ': 901, 'egg': 0, 'caraway': 326, 'pepper': 339, 'coriander': 254}","'meat', 'meat', 'cooking oil', 'tomato', 'capsicum', 'garlic', 'coriander', 'salt', 'caraway', 'cooking oil', 'egg', 'caraway', 'pepper', 'coriander'",TUNISIE
