Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string
4,"[' Boulfaf', '']",- foie   -sel - crèpine   -    cumin -    piment fort    ,"{'foie': 276, 'sel': 778, 'crèpine': 276, 'cumin': 332, 'piment fort': 362}","{'meat': 276, 'salt': 778, 'meat': 276, 'cumin': 332, 'capsicum': 362}"," 'meat','salt','meat','cumin','capsicum'  "
5,"[' Brochettes de Kefta', '']",-   viande -oignon      -   persil -   coriandre -   cumin -   ras lhanout -   piment fort   -   poivre noir -sel  ,"{'viande': 276, 'oignon': 348, 'persil': 338, 'coriandre': 254, 'cumin': 332, 'gingembre': 333, 'sel': 778, 'poivre': 339, 'cannelle': 330, 'allspice': 375, 'clove': 331, 'piment': 362, 'piment fort': 362, 'poivre noir': 399}","{'meat': 276, 'onion': 348, 'parsley': 338, 'coriander': 254, 'cumin': 332, 'ginger ': 333, 'salt': 778, 'pepper': 339, 'cinnamon ': 330, 'allspice ': 375, 'clove': 331, 'capsicum': 362, 'capsicum': 362, 'pepper': 399}  ","'meat','onion','parsley','coriander','cumin','ginger','salt','pepper','cinnamon','allspice','clove','capsicum','pepper'"
6,"[' Brochettes de foie de veau', '']",-   foie   -sel -poivre noir -cumin  ,"{'foie': 276, 'sel': 778, 'poivre noir': 399, 'cumin': 332}","{'meat': 276, 'salt': 778, 'pepper': 399, 'cumin': 332} "," 'meat','salt','pepper','cumin'"
7,"[' Brochettes de Kebab', '']",-   viande - oignon     -   persil -    sel -poivron noir -    piment fort    ,"{'viande': 276, 'oignon': 348, 'persil': 338, 'sel': 778, 'poivron noir': 362, 'piment fort': 362}","{'meat': 276, 'onion': 348, 'parsley': 338, 'salt': 778, 'capsicum': 362, 'capsicum': 362}  ","'meat','onion','parsley','salt','capsicum','capsicum'"
8,"[' Brochettes de cœur de veau', '']",- cœur   -    poivre rouge -    cumin -    piment fort   -sel    ,"{'cœur': 276, 'poivre rouge': 339, 'cumin': 332, 'piment fort': 362, 'sel': 778}","{'meat': 276, 'pepper': 339, 'cumin': 332, 'capsicum': 362, 'salt': 778}","'meat','pepper','cumin','capsicum','salt'"
9,"[' Brochettes Tunisiennes', '']",-      -   foie    - rognons   - rognons blancs   - oignons - tomates - poivrons -   persil -poivre noir -sel -citron  ,"{'foie': 276, 'rognons': 276, 'rognons blancs': 276, 'oignons': 348, 'tomates': 364, 'poivrons': 339, 'persil': 338, 'poivre noir': 399, 'sel': 778, 'citron': 240}","{'meat': 276, 'meat': 276, 'meat': 276, 'onion': 348, 'tomato': 364, 'pepper': 339, 'parsley': 338, 'white pepper': 399, 'salt': 778, 'lemon': 240} "," 'meat','meat','meat','onion','tomato','pepper','parsley','white pepper','salt','lemon'"
10,"[' Cœur de veau en sauce', '']",- cœurs   - oignons     -   huile - piment rouge   -   canelle -   poivre rouge -    ail -    poivre noir -    sel -   olives      ,"{'cœurs': 276, 'oignons': 348, 'huile': 901, 'piment rouge': 362, 'canelle': 330, 'poivre rouge': 339, 'ail': 259, 'poivre noir': 399, 'sel': 778, 'olives': 307}","{'meat': 276, 'onion': 348, 'cooking oil': 901, 'capsicum': 362, 'cinnamon': 330, 'pepper': 339, 'garlic': 259, 'white pepper': 399, 'salt': 778, 'olive': 307} ","'meat','onion','cooking oil','capsicum','cinnamon','pepper','garlic','white pepper','salt','olive'"
11,"[' Kefta mchermla', '']",-   kefta -   oignons  -   beurre -   safran -   poivre rouge -    piment fort   -    gingembre  -   cumin -    sel - citron -     persil -     coriandre  ,"{'viande': 276, 'oignon': 348, 'persil': 338, 'sel': 778, 'poivron noir': 362, 'piment fort': 362, 'oignons  s': 348, 'beurre': 60, 'safran': 340, 'poivre rouge': 339, 'gingembre': 333, 'cumin': 332, 'citron': 240, 'coriandre': 254}","{'meat': 276, 'onion': 348, 'parsley': 338, 'salt': 778, 'capsicum': 362, 'capsicum': 362, 'onion': 348, 'butter': 60, 'saffron ': 340, 'pepper': 339, 'ginger': 333, 'cumin': 332, 'citron': 240, 'coriander': 254}  ","'meat','onion','parsley','salt','capsicum','capsicum','onion','butter','saffron','pepper','ginger','cumin','lemon','coriander'"
12,"["" Dolma d'artichauts à la constantinoise"", 'Dolma qarnoun', '']",-       -   smen - oignon     -    poivre noir -    sel -    canelle - jaune  œuf - citron -   artichauts -   viande   -    chapelure -   oignon   -    persil -   poivre noir -   sel - œuf - œufs -   chapelure -huile    ,"{'smen': 60, 'oignon': 348, 'poivre noir': 399, 'sel': 778, 'canelle': 330, 'jaune  œuf': 983, 'citron': 240, 'artichauts': 157, 'viande': 276, 'chapelure': 2, 'persil': 338, 'œuf': 0, 'œufs': 0, 'huile': 901}","{'butter': 60, 'onion': 348, 'white pepper': 399, 'salt': 778, 'cinnamon ': 330, 'egg yolk': 983, 'lemon': 240, 'artichoke ': 157, 'meat': 276, 'bread ': 2, 'parsley': 338, 'egg': 0, 'egg': 0, 'cooking oil': 901}"," 'butter','onion','onion','white pepper','salt','cinnamon','egg yolk','lemon','artichoke','meat','bread','parsley','egg','egg','cooking oil'"
13,"[' Fenouil farci (sauce rouge)', '']",-        -   fenouil -   pois chiches - oignons    -   tomates -    ail - piment rouge ou     piment fort   -    smen -   huile -    poivre rouge -    poivre noir -    gingembre -   viande   -   riz -   persil -   oignon   - œuf -   poivre noir -    ail -   canelle -   sel  ,"{'fenouil': 257, 'pois chiches': 417, 'oignons ': 348, 'tomates': 364, 'ail': 259, 'piment rouge': 362, 'smen': 60, 'huile': 901, 'poivre rouge': 339, 'poivre noir': 399, 'gingembre': 333, 'viande': 276, 'riz': 55, 'persil': 338, 'oignon': 348, 'œuf': 0, 'canelle': 330, 'sel': 778}","{'fennel ': 257, 'chickpea': 417, 'onion ': 348, 'tomato': 364, 'garlic': 259, 'capsicum': 362, 'butter': 60, 'cooking oil': 901, 'pepper': 339, 'white pepper': 399, 'ginger': 333, 'meat': 276, 'rice': 55, 'parsley': 338, 'onion': 348, 'egg': 0, 'cinnamon ': 330, 'salt': 778}"," 'fennel','chickpea','onion','tomato','garlic','capsicum','butter','cooking oil','pepper','white pepper','ginger','meat','rice','parsley','onion','egg','cinnamon','salt'"
14,"[' Feuilles de chou farcies', 'Dolma kromb', '']",- chou   - oignons   -   pois chiches   -   huile -   smen ou    beurre -    poivre rouge -     poivre noir -    sel -   canelle - jaune  œuf - citron -   viande   -   oignon   -   persil -   riz - oeuf -   beurre -   sel -   poivre noir -   cannelle  ,"{'chou': 353, 'oignons  ': 348, 'pois chiches': 417, 'huile': 901, 'smen': 60, 'poivre rouge': 339, 'poivre noir': 399, 'sel': 778, 'canelle': 330, 'jaune  œuf': 983, 'citron': 240, 'viande': 276, 'oignon': 348, 'persil': 338, 'riz': 55, 'oeuf': 0, 'beurre': 60, 'cannelle': 330}","{'cabbage': 353, 'onion  ': 348, 'chickpea': 417, 'cooking oil': 901, 'cooking oil': 60, 'pepper': 339, 'white pepper': 399, 'salt': 778, 'cinnamon ': 330, 'egg yolk': 983, 'lemon': 240, 'meat': 276, 'onion': 348, 'parsley': 338, 'rice': 55, 'egg': 0, 'butter': 60, 'cinnamon ': 330} "," 'cabbage','onion','chickpea','cooking oil','butter','pepper','white pepper','salt','cinnamon','egg yolk','lemon','meat','onion','parsley','rice','egg','butter','cinnamon'"
15,"[' Kefta au tomates', '']",-   kefta -   beurre -   tomates - oignons -    poivre rouge -    ail -     piment fort   -   poivre noir -    sel -   persil  ,"{'viande': 276, 'oignon': 348, 'persil': 338, 'sel': 778, 'poivron noir': 362, 'piment fort': 362, 'beurre': 60, 'tomates': 364, 'oignons': 348, 'poivre rouge': 339, 'ail': 259, 'poivre noir': 399}","{'meat': 276, 'onion': 348, 'parsley': 338, 'salt': 778, 'capsicum': 362, 'capsicum': 362, 'butter': 60, 'tomato': 364, 'onion': 348, 'pepper': 339, 'garlic': 259, 'white pepper': 399} ","'meat','onion','parsley','salt','capsicum','capsicum','butter','tomato','onion','pepper','garlic','white pepper'"
16,"[' Mèchoui', '']",-     -    beurre -sel -cumin -safran  ,"{'beurre': 60, 'sel': 778, 'cumin': 332, 'safran': 340}","{'butter': 60, 'salt': 778, 'cumin': 332, 'saffron ': 340} "," 'butter','salt','cumin','saffron'"
17,"[' Merguez', '']",-    boyaux   -   viande -    ail -   poivre rouge -   harissa -   ras lhanout -   tabel -   menthe     -   graines de fenouil  -    poivre noir -    sel -   huile  ,"{'boyaux': 276, 'viande': 276, 'ail': 259, 'poivre rouge': 339, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'cumin': 332, 'gingembre': 333, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'tabel': 254, 'menthe': 262, 'graines de fenouil': 257, 'poivre noir': 399, 'huile': 901}","{'meat': 276, 'meat': 276, 'garlic': 259, 'pepper': 339, 'capsicum': 362, 'coriander ': 254, 'salt': 778, 'caraway': 326, 'cooking oil ': 901, 'cumin': 332, 'ginger': 333, 'pepper': 339, 'cinnamon': 330, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'coriander': 254, 'mint': 262, 'fennel ': 257, 'white pepper': 399, 'cooking oil': 901}  ","'meat','meat','garlic','pepper','capsicum','coriander','salt','caraway','caraway','cumin','ginger','pepper','cinnamon','coriander','allspice','clove','capsicum','coriander','mint','fennel','white pepper','cooking oil'"
18,"[' Tadjine de boulettes de viande hachèe', '']",-       -   tomates - oignons   -   pois chiches   -   smen -   huile -   safran -   poivre noir - piment rouge   -    poivre noir -   sel -   viande   -   oignon   -     persil -    poivre noir -    sel -    poivre rouge  ,"{'tomates': 364, 'oignons ': 348, 'pois chiches': 417, 'smen': 60, 'huile': 901, 'safran': 340, 'poivre noir': 399, 'piment rouge': 362, 'sel': 778, 'viande': 276, 'oignon': 348, 'persil': 338, 'poivre rouge': 339}","{'tomato': 364, 'onion ': 348, 'chickpea': 417, 'butter': 60, 'cooking oil': 901, 'saffron': 340, 'white pepper': 399, 'capsicum': 362, 'salt': 778, 'meat': 276, 'onion': 348, 'parsley': 338, 'pepper': 339}  ","'tomato','onion','chickpea','butter','cooking oil','saffron','white pepper','capsicum','salt','meat','onion','parsley','pepper'"
19,"[' Tourte aux èpinards', '']",-   èpinard -   dioul -   viande   - œufs -    ail - oignon      -    poivre noir -    canelle -    sel -   beurre - blanc  œuf  ,"{'èpinard': 396, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'viande': 276, 'œufs': 0, 'ail': 259, 'oignon': 348, 'poivre noir': 399, 'canelle': 330, 'beurre': 60, 'blanc  œuf': 985}","{'spinach': 396, 'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'meat': 276, 'egg': 0, 'garlic': 259, 'onion': 348, 'white pepper': 399, 'cinnamon': 330, 'butter': 60, 'egg white': 985} ","'spinach','semolina','flour','salt','water','meat','egg','garlic','onion','white pepper','cinnamon','butter','egg white'"
0,"[' Tajine de poisson ', '']",-   poisson blanc      -   tomates - oignons     -  ail  -  huile  olive  - poivron    - piment fort    -   cumin    -    gigembre    -   poivre rouge -   sel  -  piment de cayenne    -   cannelle  -   gingembre -   coriandre -   persil  -  olives    ,"{'cumin': 332, 'coriandre': 254, 'olives': 307, 'poivron': 339, 'ail': 259, 'huile  olive': 979, 'gingembre': 333, 'piment de cayenne': 362, 'cannelle': 330, 'persil': 338, 'poivre rouge': 339, 'poisson blanc': 668, 'sel': 778, 'tomates': 364, 'gigembre': 333, 'piment fort': 362, 'oignons': 348}","{'cumin': 332, 'coriander': 254, 'olive': 307, 'pepper': 339, 'garlic': 259, 'olive oil': 979, 'ginger': 333, 'capsicum': 362, 'cinnamon ': 330, 'parsley': 338, 'pepper': 339, 'whitefish': 668, 'salt': 778, 'tomato': 364, 'ginger': 333, 'capsicum': 362, 'onion': 348} "," 'cumin','coriander','olive','pepper','garlic','olive oil','ginger','capsicum','cinnamon','parsley','pepper','whitefish','salt','tomato','ginger','capsicum','onion'"
1,"[' Calmars frais ', '']", - calmars -   riz  - oignons      -  huile  olive -   laurier     -   tomates  -   persil  - jaunes  œufs  -   beurre  -    poivre noir  -   sel   ,"{'riz': 55, 'beurre': 60, 'calmars': 147, 'huile  olive': 979, 'persil': 338, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'jaunes  œufs': 983, 'oignons': 348, 'laurier': 305}","{'rice': 55, 'butter': 60, 'squid': 147, 'cooking oil': 979, 'parsley': 338, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'egg yolk': 983, 'onion': 348, 'laurel': 305}"," 'rice','butter','squid','cooking oil','parsley','salt','white pepper','tomato','egg yolk','onion','laurel'"
2,"[' Calmars aux navets ', '']",-   calmars  -   navets -   épinards -   pois chiches    -   persil  -     tomate  -   oignons    -  huile  -   tabel  -    poivre rouge  -   poivre noir  -    sel  ,"{'épinards': 396, 'huile': 901, 'tomate': 364, 'tabel': 254, 'calmars': 147, 'pois chiches': 417, 'oignons': 348, 'sel': 778, 'poivre noir': 399, 'navets': 358, 'poivre rouge': 339, 'persil': 338}","{'spinach': 396, 'cooking oil': 901, 'tomato': 364, 'coriander': 254, 'squid': 147, 'chickpea': 417, 'onion': 348, 'salt': 778, 'white pepper': 399, 'turnip ': 358, 'pepper': 339, 'parsley': 338} ","'spinach','cooking oil','tomato','coriander','squid','chickpea','onion','salt','white pepper','turnip','pepper','parsley'"
3,"[' Calmars à la tunisienne ', '']",-   calmars  - tomates    - poivrons    - piment fort  -     tomate  - oignon      -   oignons  -    sel  -    poivre rouge -   tabel  -    huile  ,"{'poivrons': 339, 'huile': 901, 'tomate': 364, 'tabel': 254, 'calmars': 147, 'sel': 778, 'oignon': 348, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362, 'oignons': 348}","{'pepper': 339, 'cooking oil': 901, 'tomato': 364, 'coriander': 254, 'squid': 147, 'salt': 778, 'onion': 348, 'tomato': 364, 'pepper': 339, 'capsicum': 362, 'onion': 348}"," 'pepper','cooking oil','tomato','coriander','squid','salt','onion','tomato','pepper','capsicum','onion'"
4,"['Chien de mer au four ', '']",- poisson -   pommes de terre -    tomates - poivrons   - piment fort  -  huile -   persil  -    thym      -    laurier      -    poivre noir  -sel  -     coriandre  -    ail  -   cumin  -   poivre rouge -    piment fort   -sel -   huile  ,"{'cumin': 332, 'poivrons': 339, 'coriandre': 254, 'pommes de terre': 373, 'huile': 901, 'ail': 259, 'poisson': 151, 'sel': 778, 'thym': 269, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338, 'laurier': 305}","{'cumin': 332, 'pepper': 339, 'coriander': 254, 'potato': 373, 'cooking oil': 901, 'garlic': 259, 'fish': 151, 'salt': 778, 'thyme': 269, 'pepper': 399, 'tomato': 364, 'pepper': 339, 'capsicum': 362, 'parsley': 338, 'laurel ': 305} ","'cumin','pepper','coriander','potato','cooking oil','garlic','fish','thyme','pepper','salt','tomato','pepper','capsicum','parsley','laurel'"
5,"[' Crevettes en sauce tomate ', '']",-    crevettes  -   huile  -   tomates -   persil  -    ail  -    poivre noir  -    sel  -     poivre rouge -    thym      -    laurier      - piment rouge     ,"{'crevettes': 145, 'huile': 901, 'ail': 259, 'sel': 778, 'poivre noir': 399, 'thym': 269, 'piment rouge': 362, 'tomates': 364, 'poivre rouge': 339, 'persil': 338, 'laurier': 305}","{'shrimp': 145, 'cooking oil': 901, 'garlic': 259, 'salt': 778, 'white pepper': 399, 'thyme': 269, 'capsicum': 362, 'tomato': 364, 'pepper': 339, 'parsley': 338, 'laurel': 305}"," 'shrimp','cooking oil','garlic','salt','white pepper','thyme','capsicum','tomato','pepper','parsley','laurel'"
6,"[' Crevettes sautées ', 'Qamroun maqli ', '']",-    crevettes  -    ail -   persil  -   huile  olive  -    poivre rouge  -   poivre noir  -sel  -huile     ,"{'crevettes': 145, 'huile': 901, 'ail': 259, 'huile  olive': 979, 'sel': 778, 'poivre noir': 399, 'poivre rouge': 339, 'persil': 338}","{'shrimp ': 145, 'cooking oil': 901, 'garlic': 259, 'olive oil': 979, 'salt': 778, 'white pepper': 399, 'pepper': 339, 'parsley': 338} ","'shrimp','cooking oil','garlic','olive oil','salt','white pepper','pepper','parsley'  "
7,"[' Daurade farcie ', '']",- daurade       -   persil  -   câpres  -   olives    - œuf    - œuf    -   beurre  -   gruyère  -  safran  -    poivre noir  -    sel  - citron   ,"{'olives': 307, 'œuf': 0, 'beurre': 60, 'daurade': 722, 'gruyère': 73, 'safran': 340, 'sel': 778, 'poivre noir': 399, 'câpres': 414, 'citron': 240, 'persil': 338}","{'olive': 307, 'egg': 0, 'butter': 60, 'carp bream': 722, 'gruyere cheese ': 73, 'saffron ': 340, 'salt': 778, 'white pepper': 399, 'capers': 414, 'lemon': 240, 'parsley': 338}"," 'olive','egg','butter','carp bream','gruyere cheese','saffron','salt','white pepper','capers','lemon','parsley'"
8,"[' Daurade en sauce (mqalli)', '']",- daurade  -   huile  olive  -   gingembre  -   safran  -   chermoula - citron    -  olives   -     coriandre  -    ail  -   cumin  -   poivre rouge -    piment fort   -sel -   huile  olive  ,"{'cumin': 332, 'olives': 307, 'coriandre': 254, 'piment fort': 362, 'daurade': 722, 'ail': 259, 'huile  olive': 979, 'gingembre': 333, 'safran': 340, 'oignon': 348, 'persil': 338, 'poivre rouge': 339, 'poivre noir': 399, 'citron': 240, 'farine': 920, 'sel': 778, 'huile': 901}","{'cumin': 332, 'olive': 307, 'coriander': 254, 'capsicum': 362, 'carp bream ': 722, 'garlic': 259, 'olive oil': 979, 'ginger': 333, 'saffron ': 340, 'onion': 348, 'parsley': 338, 'pepper': 339, 'white pepper': 399, 'lemon': 240, 'flour': 920, 'salt': 778, 'cooking oil': 901} ","'cumin','olive','coriander','capsicum','carp bream','garlic','olive oil','ginger','onion','parsley','pepper','white pepper','lemon','flour','salt','cooking oil'"
9,"[' Kabkabou ', '']",-   mérou -   huile -   oignons    -     tomate  -   câpres  -   gruyère  - œufs  -   poivre noir  -    sel  ,"{'œufs': 0, 'huile': 901, 'mérou': 565, 'tomate': 364, 'gruyère': 73, 'sel': 778, 'poivre noir': 399, 'câpres': 414, 'oignons': 348}","{'egg': 0, 'cooking oil': 901, 'grouper': 565, 'tomato': 364, 'gruyere cheese ': 73, 'salt': 778, 'white pepper': 399, 'red raspberry': 414, 'onion': 348} ","'egg','cooking oil','grouper','tomato','gruyere cheese','salt','white pepper','red raspberry','onion'"
10,"[' Mérou en complet ', '']",-   mérou     -   pommes de terre  -   tomates -   poivrons  -   piment - œufs  -   cumin  -   poivre rouge -sel -huile     ,"{'cumin': 332, 'poivrons': 339, 'pommes de terre': 373, 'mérou': 565, 'œufs': 0, 'huile': 901, 'sel': 778, 'tomates': 364, 'poivre rouge': 339, 'piment': 362}","{'cumin': 332, 'pepper': 339, 'potato': 373, 'grouper ': 565, 'egg': 0, 'cooking oil': 901, 'salt': 778, 'tomato': 364, 'pepper': 339, 'capsicum': 362} ","'cumin','pepper','potato','grouper','egg','cooking oil','salt','tomato','pepper','capsicum'  "
11,"[' Mérou en ragout ', '']",-   mérou      - tomates  -  huile - oignon      -    ail  -   menthe     -   persil      -   poivre rouge  -   cumin  -    poivre noir  -    sel - citron   ,"{'cumin': 332, 'huile': 901, 'mérou': 565, 'menthe': 262, 'ail': 259, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'citron': 240, 'persil': 338}","{'cumin': 332, 'cooking oil': 901, 'grouper ': 565, 'mint': 262, 'garlic': 259, 'salt': 778, 'onion': 348, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'lemon': 240, 'parsley': 338} ","'cumin','cooking oil','grouper','mint','garlic','salt','onion','white pepper','tomato','pepper','lemon','parsley'"
12,"[' Mèrou frite kabyle ', 'badjidj maqli ', '']",-   mèrou  -   haricots rouges -   oignons    -    ail  - bouquet garni - poivron rouge -     persil  -sel -   farine -huile     ,"{'haricots rouges': 284, 'mèrou': 565, 'farine': 920, 'huile': 901, 'ail': 259, 'persil': 338, 'poivron rouge': 339, 'sel': 778, 'carottes': 368, 'navet': 358, 'poireau': 345, 'céleri': 329, 'oignons': 348}","{'beans': 284, 'grouper ': 565, 'flour': 920, 'cooking oil': 901, 'garlic': 259, 'parsley': 338, 'pepper': 339, 'salt': 778, 'carrot ': 368, 'turnip ': 358, 'leek': 345, 'celery': 329, 'onion': 348} "," 'grouper','beans','flour','cooking oil','garlic','parsley','pepper','salt','carrot','turnip','leek','celery','onion'"
13,"[' Mulet en sauce ', '']",-   mulet  - oignon      -   persil  -    ail  -   menthe  -   tabel  -   poivre rouge  -    poivre noir  -    carvi  -   tomates  -   huile  olive  -    ail  -    laurier  -   harissa  -    poivre noir  -   sel  ,"{'tomates': 364, 'ail': 259, 'tabel': 254, 'huile  olive': 979, 'mulet': 592, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oignon': 348, 'poivre noir': 399, 'menthe': 262, 'poivre rouge': 339, 'persil': 338, 'carvi': 326, 'laurier': 305}","{'tomato': 364, 'garlic': 259, 'coriander': 254, 'olive oil': 979, 'striped mullet': 592, 'capsicum ': 362, 'coriander ': 254, 'salt': 778, 'caraway': 326, ' cooking oil ': 901, 'onion': 348, 'pepper': 399, 'mint': 262, 'pepper': 339, 'parsley': 338, 'caraway': 326, 'laurel ': 305}"," 'tomato','garlic','coriander','olive oil','striped mullet','capsicum','coriander','salt','caraway','cooking oil','onion','pepper','mint','pepper','parsley','caraway','laurel'"
14,"[' Pageots à la tomate', '']",-   pageots  -   tomates  -    ail  -    huile  -   persil  -   gingembre  -  safran  -    piment fort    -    sel -   chermoula -écorces   citron    -  olives   -     coriandre  -    ail  -   huile  -   cumin  -   poivre rouge  -    piment fort   -    sel   ,"{'cumin': 332, 'pageots': 151, 'olives': 307, 'coriandre': 254, 'huile': 901, 'ail': 259, 'gingembre': 333, 'écorces   citron': 114, 'safran': 340, 'oignon': 348, 'persil': 338, 'poivre rouge': 339, 'poivre noir': 399, 'citron': 240, 'farine': 920, 'sel': 778, 'tomates': 364, 'piment fort': 362}","{'cumin': 332, 'fish': 151, 'olive': 307, 'coriander': 254, 'cooking oil': 901, 'garlic': 259, 'ginger': 333, 'lemon peel oil': 114, 'saffron ': 340, 'onion': 348, 'onion': 338, 'pepper': 339, 'white pepper': 399, 'lemon': 240, 'flour': 920, 'salt': 778, 'tomato': 364, 'capsicum': 362}"," 'cumin','fish','olive','coriander','cooking oil','garlic','ginger','lemon peel oil','saffron','onion','pepper','white pepper','lemon','flour','salt','tomato','capsicum'"
15,"[' Poisson farci au riz ', '']",- poisson     -   tomates  -   beurre -   riz  -   olives      -écorces de  citron    - piment fort -   coriandre  -    ail  -   huile  olive -   cumin  -   poivre rouge  -    piment fort    -    sel  -   eau   ,"{'cumin': 332, 'olives': 307, 'riz': 55, 'coriandre': 254, 'beurre': 60, 'eau': 794, 'ail': 259, 'huile  olive': 979, 'écorces de  citron': 114, 'poisson': 151, 'sel': 778, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362}","{'cumin': 332, 'olive': 307, 'rice': 55, 'coriander': 254, 'butter': 60, 'water': 794, 'garlic': 259, 'olive oil': 979, 'lemon peel oil': 114, 'fish': 151, 'salt': 778, 'tomato': 364, 'pepper': 339, 'capsicum': 362} ","'cumin','olive','butter','rice','garlic','olive oil','coriander','lemon peel oil','fish','salt','tomato','pepper','capsicum'"
16,"[' Poisson en sauce vinaigrée ', 'Hout khmiri ', '']",- poisson    -   pommes de terre -   vinaigre -   beurre  -   poivre noir  -    safran  -sel  ,"{'pommes de terre': 373, 'beurre': 60, 'safran': 340, 'poisson': 151, 'sel': 778, 'poivre noir': 399, 'vinaigre': 322}","{'potato': 373, 'butter': 60, 'saffron ': 340, 'fish': 151, 'salt': 778, 'white pepper': 399, 'vinegar ': 322} "," 'fish','potato','butter','saffron','fish','salt','white pepper','vinegar'"
17,"[' Raie en sauce ', 'Raya chtéteha ', '']",- raie -   tomates -     persil  -   thym     -    laurier      -   huile  - piment rouge    -    poivre rouge  -   cumin      -    sel  -    ail   ,"{'cumin': 332, 'huile': 901, 'ail': 259, 'sel': 778, 'thym': 269, 'raie': 547, 'piment rouge': 362, 'tomates': 364, 'poivre rouge': 339, 'persil': 338, 'laurier': 305}","{'cumin': 332, 'cooking oil': 901, 'garlic': 259, 'salt': 778, 'thyme': 269, 'devilfish': 547, 'capsicum': 362, 'tomato': 364, 'white pepper': 339, 'parsley': 338, 'laurel ': 305}"," 'cumin','cooking oil','garlic','salt','thyme','devilfish','capsicum','tomato','white pepper','parsley','laurel'"
18,"[' Rougets à la marocaine ', '']",-   rougets  -   huile  olive  - oignons  - œufs  -    poivre noir  -    safran  -    sel  ,"{'œufs': 0, 'huile  olive': 979, 'safran': 340, 'rougets': 151, 'sel': 778, 'poivre noir': 399, 'oignons': 348}","{'egg': 0, 'olive oil': 979, 'saffron ': 340, 'fish ': 151, 'salt': 778, 'white pepper': 399, 'onion': 348} "," 'egg','olive oil','saffron','fish','salt','white pepper','onion'"
19,"["" Sardines à l'escabèche "", 'Scabitch sardine', '']",-   sardines  -    ail  -   oignons    -   tomates  -   huile  olive  -   thym  -   laurier  -   vinaigre -    sel -    poivre noir  -    poivre rouge   ,"{'ail': 259, 'huile  olive': 979, 'sel': 778, 'thym': 269, 'sardines': 683, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'oignons': 348, 'vinaigre': 322, 'laurier': 305}","{'garlic': 259, 'olive oil': 979, 'salt': 778, 'thyme': 269, 'clupeinae': 683, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'onion': 348, 'vinegar ': 322, 'laurel ': 305}"," 'garlic','olive oil','salt','clupeinae','white pepper','thyme','tomato','pepper','onion','vinegar','laurel'"
20,"[' Sardines farcies ', '']",-   sardines  -   chapelure  - œufs  -   gruyère   -   persil  -     ail  -   huile  olive -   cumin  -   poivre noir  -    sel - citron   ,"{'cumin': 332, 'œufs': 0, 'gruyère': 73, 'ail': 259, 'chapelure': 2, 'huile  olive': 979, 'sel': 778, 'poivre noir': 399, 'sardines': 683, 'citron': 240, 'persil': 338}","{'cumin': 332, 'egg': 0, 'gruyere cheese ': 73, 'garlic': 259, 'bread': 2, 'olive oil': 979, 'salt': 778, 'white pepper': 399, 'clupeinae ': 683, 'lemon': 240, 'parsley': 338} ","'cumin','egg','gruyere cheese','garlic','bread','olive oil','salt','cumin','white pepper','clupeinae','lemon','parsley'"
21,"[' Boulettes de sardines frites ', '']",-   sardines  - oignon      -   persil  -    ail  - œufs  -   farine  -   huile  -   harissa  -   tabel  -    carvi  -    sel -huile     ,"{'farine': 920, 'œufs': 0, 'huile': 901, 'ail': 259, 'tabel': 254, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oignon': 348, 'sardines': 683, 'persil': 338, 'carvi': 326}","{'flour': 920, 'egg': 0, 'cooking oil': 901, 'garlic': 259, 'coriander': 254, 'capsicum ': 362, 'coriander ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil ': 901, 'onion': 348, 'clupeinae ': 683, 'parsley': 338, 'caraway ': 326}  ","'flour','onion','egg','cooking oil','garlic','coriander','coriander','capsicum','salt','caraway','cooking oil','onion','clupeinae','parsley','caraway'"
